unnamed:_0,job_title,salary_estimate,job_description,rating,company_name,location,headquarters,size,founded,type_of_ownership,industry,sector,revenue,competitors,min_salary,max_salary,company_name_clean,avg_salary,min_salary_norm,max_salary_norm,avg_salary_norm,type_of_ownership_encoded,industry_encoded,sector_encoded,salary_range,city,state,company_size_encoded,revenue_million,company_age,job_title_simplified
236,senior data engineer,-1,Job Description,4.2,"octane
4.2","houston, tx","new york, ny",51 to 200 employees,2014,company - private,lending,finance,unknown / non-applicable,-1,,,octane,,0.0,0.0,0.0,2,37,10,,houston,tx,2.0,0.0,12,engineer
237,pharmacovigilance scientist (senior pharmacovigilance),-1,Job Description,4.6,"greenwich biosciences
4.6","carlsbad, ca","carlsbad, ca",201 to 500 employees,2013,subsidiary or business segment,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,greenwich biosciences,,0.0,0.0,0.0,11,8,5,,carlsbad,ca,3.0,0.0,13,scientist
238,data science manager,-1,Job Description,,decode_m,"new york, ny","new york, ny",1 to 50 employees,-1,unknown,-1,-1,unknown / non-applicable,-1,,,decode_m,,0.0,0.0,0.0,12,0,0,,new york,ny,1.0,0.0,2027,manager
239,marketing data analyst,$35K-$62K (Glassdoor est.),Job Description,3.6,"san manuel casino
3.6","highland, ca","highland, ca",1001 to 5000 employees,1986,company - private,gambling,"arts, entertainment & recreation",$100 to $500 million (usd),-1,,,san manuel casino,,0.0,0.0,0.0,2,25,4,,highland,ca,5.0,300.0,40,analyst
240,medical laboratory scientist,$18-$25 Per Hour(Glassdoor est.),Job Description,4.0,"texas health huguley hospital
4.0","burleson, tx","arlington, tx",1001 to 5000 employees,1977,hospital,health care services & hospitals,health care,$50 to $100 million (usd),-1,,,texas health huguley hospital,,0.0,0.0,0.0,6,28,12,,burleson,tx,5.0,75.0,49,scientist
241,senior data scientist,-1,Job Description,4.5,"gsn games
4.5","san francisco, ca","boston, ma",201 to 500 employees,1999,company - private,video games,media,unknown / non-applicable,-1,,,gsn games,,0.0,0.0,0.0,2,61,16,,san francisco,ca,3.0,0.0,27,scientist
242,r&d specialist/ food scientist,$39K-$66K (Glassdoor est.),Job Description,2.4,"teasdale latin foods
2.4","hoopeston, il","flower mound, tx",501 to 1000 employees,-1,company - private,food & beverage manufacturing,manufacturing,$100 to $500 million (usd),-1,,,teasdale latin foods,,0.0,0.0,0.0,2,24,15,,hoopeston,il,4.0,300.0,2027,scientist
243,senior research scientist-machine learning,$81K-$167K (Glassdoor est.),Job Description,2.6,"software engineering institute
2.6","pittsburgh, pa","pittsburgh, pa",501 to 1000 employees,1984,college / university,colleges & universities,education,unknown / non-applicable,-1,,,software engineering institute,,0.0,0.0,0.0,1,10,9,,pittsburgh,pa,4.0,0.0,42,scientist
244,data engineer with r,-1,Job Description,4.1,"redstream technology
4.1","georgia southern, ga","new york, ny",1 to 50 employees,2007,company - private,it services,information technology,$5 to $10 million (usd),-1,,,redstream technology,,0.0,0.0,0.0,2,35,13,,georgia southern,ga,1.0,7.5,19,engineer
245,analytics manager - data mart,$42K-$86K (Glassdoor est.),Job Description,3.5,"central california alliance for health
3.5","scotts valley, ca","scotts valley, ca",501 to 1000 employees,1996,nonprofit organization,health care services & hospitals,health care,$500 million to $1 billion (usd),-1,,,central california alliance for health,,0.0,0.0,0.0,7,28,12,,scotts valley,ca,4.0,750.0,30,manager
246,sr. data engineer - contract-to-hire (java),$69K-$127K (Glassdoor est.),Job Description,3.0,"pilot flying j travel centers llc
3.0","knoxville, tn","knoxville, tn",10000+ employees,1958,company - private,gas stations,retail,$10+ billion (usd),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",,,pilot flying j travel centers llc,,0.0,0.0,0.0,2,26,21,,knoxville,tn,7.0,10000.0,68,engineer
247,med tech/lab scientist- south coastal lab,$21-$34 Per Hour(Glassdoor est.),Job Description,3.6,"beebe healthcare
3.6","millville, de","lewes, de",1001 to 5000 employees,1935,nonprofit organization,health care services & hospitals,health care,$100 to $500 million (usd),-1,,,beebe healthcare,,0.0,0.0,0.0,7,28,12,,millville,de,5.0,300.0,91,scientist
248,food scientist - developer,$40K-$68K (Glassdoor est.),Job Description,3.3,"palermo's pizza
3.3","milwaukee, wi","milwaukee, wi",501 to 1000 employees,1964,company - private,food & beverage manufacturing,manufacturing,unknown / non-applicable,-1,,,palermo's pizza,,0.0,0.0,0.0,2,24,15,,milwaukee,wi,4.0,0.0,62,scientist
249,data engineer 5 - contract,-1,Job Description,4.2,"the church of jesus christ of latter-day saints
4.2","riverton, ut","salt lake city, ut",10000+ employees,-1,nonprofit organization,religious organizations,non-profit,unknown / non-applicable,-1,,,the church of jesus christ of latter-day saints,,0.0,0.0,0.0,7,46,18,,riverton,ut,7.0,0.0,2027,engineer
250,staff scientist-downstream process development,$49K-$113K (Glassdoor est.),Job Description,2.7,"advanced bioscience laboratories
2.7","rockville, md","rockville, md",201 to 500 employees,1961,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$25 to $50 million (usd),-1,,,advanced bioscience laboratories,,0.0,0.0,0.0,2,8,5,,rockville,md,3.0,37.5,65,scientist
251,sr. data engineer,$75K-$140K (Glassdoor est.),Job Description,3.4,"echo global logistics
3.4","chicago, il","chicago, il",1001 to 5000 employees,2005,company - public,transportation management,transportation & logistics,$2 to $5 billion (usd),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",,,echo global logistics,,0.0,0.0,0.0,3,56,23,,chicago,il,5.0,3500.0,21,engineer
254,data scientist,$66K-$112K (Glassdoor est.),Job Description,3.7,"lockheed martin
3.7","herndon, va","bethesda, md",10000+ employees,1995,company - public,aerospace & defense,aerospace & defense,$10+ billion (usd),"Boeing, Northrop Grumman, Raytheon",,,lockheed martin,,0.0,0.0,0.0,3,3,2,,herndon,va,7.0,10000.0,31,scientist
255,senior research statistician- data scientist,$76K-$125K (Glassdoor est.),Job Description,4.8,"acuity insurance
4.8","sheboygan, wi","sheboygan, wi",1001 to 5000 employees,1925,company - private,insurance carriers,insurance,$1 to $2 billion (usd),-1,,,acuity insurance,,0.0,0.0,0.0,2,32,14,,sheboygan,wi,5.0,1500.0,101,scientist
256,"business data analyst, sql",$44K-$86K (Glassdoor est.),Job Description,3.8,"fareportal
3.8","new york, ny","new york, ny",1001 to 5000 employees,2002,company - private,travel agencies,travel & tourism,$2 to $5 billion (usd),"Expedia Group, Orbitz Worldwide, Priceline.com",,,fareportal,,0.0,0.0,0.0,2,57,24,,new york,ny,5.0,3500.0,24,analyst
257,medical technologist / clinical laboratory scientist,$15-$25 Per Hour(Glassdoor est.),Job Description,3.4,"veterans affairs, veterans health administration
3.4","new orleans, la","washington, dc",10000+ employees,1930,government,federal agencies,government,unknown / non-applicable,-1,,,"veterans affairs, veterans health administration",,0.0,0.0,0.0,5,21,11,,new orleans,la,7.0,0.0,96,scientist
258,data scientist,$53K-$92K (Glassdoor est.),Job Description,4.3,"credera
4.3","dallas, tx","dallas, tx",201 to 500 employees,1999,subsidiary or business segment,consulting,business services,unknown / non-applicable,-1,,,credera,,0.0,0.0,0.0,11,13,6,,dallas,tx,3.0,0.0,27,scientist
261,atl - data & analytics (da),-1,Job Description,4.3,"daugherty business solutions
4.3","atlanta, ga","saint louis, mo",1001 to 5000 employees,1985,company - private,it services,information technology,$100 to $500 million (usd),-1,,,daugherty business solutions,,0.0,0.0,0.0,2,35,13,,atlanta,ga,5.0,300.0,41,other
263,data scientist,$64K-$111K (Glassdoor est.),Job Description,3.4,"spectrum communications and consulting
3.4","chicago, il","chicago, il",51 to 200 employees,1992,company - private,advertising & marketing,business services,$10 to $25 million (usd),-1,,,spectrum communications and consulting,,0.0,0.0,0.0,2,2,6,,chicago,il,2.0,17.5,34,scientist
264,data analyst,$65K-$120K (Glassdoor est.),Job Description,3.1,"ncsoft
3.1","san mateo, ca","seoul, south korea",1001 to 5000 employees,1997,company - public,video games,media,$10+ billion (usd),"Blizzard Entertainment, Riot Games, Electronic Arts",,,ncsoft,,0.0,0.0,0.0,3,61,16,,san mateo,ca,5.0,10000.0,29,analyst
265,associate data scientist/computer scientist,$60K-$103K (Glassdoor est.),Job Description,3.2,"mitre
3.2","mclean, va","bedford, ma",5001 to 10000 employees,1958,nonprofit organization,federal agencies,government,$1 to $2 billion (usd),"Battelle, General Atomics, SAIC",,,mitre,,0.0,0.0,0.0,7,21,11,,mclean,va,6.0,1500.0,68,scientist
266,business intelligence analyst / developer,$53K-$105K (Glassdoor est.),Job Description,4.3,"dayton freight lines, inc.
4.3","dayton, oh","dayton, oh",1001 to 5000 employees,1981,company - private,trucking,transportation & logistics,unknown / non-applicable,"Old Dominion Freight, Pitt Ohio Express",,,"dayton freight lines, inc.",,0.0,0.0,0.0,2,58,23,,dayton,oh,5.0,0.0,45,analyst
270,data analyst,$33K-$62K (Glassdoor est.),Job Description,2.8,"community action partnership of san luis obispo
2.8","parlier, ca","san luis obispo, ca",501 to 1000 employees,-1,nonprofit organization,social assistance,non-profit,$50 to $100 million (usd),-1,,,community action partnership of san luis obispo,,0.0,0.0,0.0,7,49,18,,parlier,ca,4.0,75.0,2027,analyst
274,data analyst,$48K-$90K (Glassdoor est.),Job Description,3.4,"trueaccord
3.4","san francisco, ca","san francisco, ca",51 to 200 employees,2013,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,-1,,,trueaccord,,0.0,0.0,0.0,2,19,13,,san francisco,ca,2.0,0.0,13,analyst
275,data analyst,$34K-$64K (Glassdoor est.),Job Description,4.0,"drb systems
4.0","meridian, id","akron, oh",201 to 500 employees,1984,company - private,computer hardware & software,information technology,$50 to $100 million (usd),-1,,,drb systems,,0.0,0.0,0.0,2,11,13,,meridian,id,3.0,75.0,42,analyst
278,system and data analyst,$42K-$76K (Glassdoor est.),Job Description,3.7,"corcentric
3.7","cherry hill, nj","cherry hill, nj",201 to 500 employees,1996,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,-1,,,corcentric,,0.0,0.0,0.0,2,19,13,,cherry hill,nj,3.0,0.0,30,analyst
279,data science intern,-1,Job Description,4.6,"blend360
4.6","columbia, md","newark, nj",51 to 200 employees,2002,company - private,consulting,business services,unknown / non-applicable,-1,,,blend360,,0.0,0.0,0.0,2,13,6,,columbia,md,2.0,0.0,24,other
281,data scientist,$66K-$111K (Glassdoor est.),Job Description,3.5,"u.group
3.5","indianapolis, in","arlington, va",201 to 500 employees,2019,company - private,it services,information technology,$25 to $50 million (usd),-1,,,u.group,,0.0,0.0,0.0,2,35,13,,indianapolis,in,3.0,37.5,7,scientist
283,environmental scientist,-1,Job Description,2.4,"calista
2.4","anchorage, ak","anchorage, ak",1001 to 5000 employees,-1,other organization,-1,-1,$100 to $500 million (usd),-1,,,calista,,0.0,0.0,0.0,8,0,0,,anchorage,ak,5.0,300.0,2027,scientist
286,business intelligence analyst,-1,Job Description,2.5,"sandhills global
2.5","lincoln, ne","lincoln, ne",1001 to 5000 employees,1978,company - private,enterprise software & network solutions,information technology,$50 to $100 million (usd),-1,,,sandhills global,,0.0,0.0,0.0,2,19,13,,lincoln,ne,5.0,75.0,48,analyst
287,environmental data specialist,-1,Job Description,3.8,"hire resolve
3.8","atlanta, ga","phoenix, az",1 to 50 employees,-1,company - private,staffing & outsourcing,business services,$500 million to $1 billion (usd),-1,,,hire resolve,,0.0,0.0,0.0,2,51,6,,atlanta,ga,1.0,750.0,2027,other
288,data & analytics consultant (nyc),$91K-$138K (Glassdoor est.),Job Description,4.7,"systems evolution inc.
4.7","new york, ny","cincinnati, oh",201 to 500 employees,1992,company - private,consulting,business services,$50 to $100 million (usd),-1,,,systems evolution inc.,,0.0,0.0,0.0,2,13,6,,new york,ny,3.0,75.0,34,other
290,data engineer,$62K-$114K (Glassdoor est.),Job Description,4.4,"eventbrite
4.4","nashville, tn","san francisco, ca",1001 to 5000 employees,2006,company - public,internet,information technology,$100 to $500 million (usd),"See Tickets, TicketWeb, Vendini",,,eventbrite,,0.0,0.0,0.0,3,33,13,,nashville,tn,5.0,300.0,20,engineer
291,big data engineer - chicago - future opportunity,$71K-$129K (Glassdoor est.),Job Description,4.1,"centro
4.1","chicago, il","chicago, il",501 to 1000 employees,2001,company - private,internet,information technology,$100 to $500 million (usd),"Mediaocean, The Trade Desk, MediaMath",,,centro,,0.0,0.0,0.0,2,33,13,,chicago,il,4.0,300.0,25,engineer
293,data scientist,$74K-$119K (Glassdoor est.),Job Description,2.5,"comscore
2.5","portland, or","reston, va",1001 to 5000 employees,1999,company - public,advertising & marketing,business services,$1 to $2 billion (usd),"Nielsen, Hitwise, Coremetrics",,,comscore,,0.0,0.0,0.0,3,2,6,,portland,or,5.0,1500.0,27,scientist
294,real world evidence (rwe) scientist,-1,Job Description,5.0,"genesis research
5.0","hoboken, nj","hoboken, nj",1 to 50 employees,2009,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,genesis research,,0.0,0.0,0.0,2,8,5,,hoboken,nj,1.0,0.0,17,scientist
295,survey data analyst,$55K-$97K (Glassdoor est.),Job Description,4.2,"sullivancotter
4.2","minneapolis, mn","chicago, il",201 to 500 employees,1992,company - private,consulting,business services,unknown / non-applicable,"Mercer, Korn Ferry, Integrated Healthcare Strategies",,,sullivancotter,,0.0,0.0,0.0,2,13,6,,minneapolis,mn,3.0,0.0,34,analyst
296,data scientist,$15K-$16K(Employer est.),Job Description,3.9,"npd
3.9","port washington, ny","port washington, ny",1001 to 5000 employees,1966,company - private,research & development,business services,$100 to $500 million (usd),-1,,,npd,,0.0,0.0,0.0,2,47,6,,port washington,ny,5.0,300.0,60,scientist
299,data scientist,$61K-$106K (Glassdoor est.),Job Description,4.3,"bakery agency
4.3","austin, tx","austin, tx",1 to 50 employees,2010,company - private,advertising & marketing,business services,unknown / non-applicable,-1,,,bakery agency,,0.0,0.0,0.0,2,2,6,,austin,tx,1.0,0.0,16,scientist
301,business intelligence analyst,-1,Job Description,4.3,"service express
4.3","grand rapids, mi","grand rapids, mi",201 to 500 employees,1993,company - private,computer hardware & software,information technology,$100 to $500 million (usd),-1,,,service express,,0.0,0.0,0.0,2,11,13,,grand rapids,mi,3.0,300.0,33,analyst
302,data scientist,$127K-$199K (Glassdoor est.),Job Description,3.9,"genentech
3.9","south san francisco, ca","south san francisco, ca",10000+ employees,1976,subsidiary or business segment,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),-1,,,genentech,,0.0,0.0,0.0,11,8,5,,south san francisco,ca,7.0,10000.0,50,scientist
303,data scientist,-1,Job Description,4.5,"rose international
4.5","creve coeur, mo","chesterfield, mo",501 to 1000 employees,1993,company - private,staffing & outsourcing,business services,$100 to $500 million (usd),-1,,,rose international,,0.0,0.0,0.0,2,51,6,,creve coeur,mo,4.0,300.0,33,scientist
304,data scientist - consultant - national,-1,Job Description,4.2,"clarity insights
4.2",united states,"chicago, il",201 to 500 employees,2008,company - private,it services,information technology,unknown / non-applicable,-1,,,clarity insights,,0.0,0.0,0.0,2,35,13,,united states,unknown,3.0,0.0,18,scientist
305,lead health data analyst - front end,$74K-$126K (Glassdoor est.),Job Description,3.4,"blue cross & blue shield of rhode island
3.4","providence, ri","providence, ri",501 to 1000 employees,1939,nonprofit organization,insurance carriers,insurance,unknown / non-applicable,UnitedHealth Group,,,blue cross & blue shield of rhode island,,0.0,0.0,0.0,7,32,14,,providence,ri,4.0,0.0,87,analyst
306,research scientist,$33K-$72K (Glassdoor est.),Job Description,3.8,"boys town
3.8","omaha, ne","omaha, ne",1001 to 5000 employees,1917,nonprofit organization,social assistance,non-profit,unknown / non-applicable,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",,,boys town,,0.0,0.0,0.0,7,49,18,,omaha,ne,5.0,0.0,109,scientist
308,junior data analyst,$37K-$63K (Glassdoor est.),Job Description,3.3,"the hsc health care system
3.3","washington, dc","washington, dc",501 to 1000 employees,1883,nonprofit organization,health care services & hospitals,health care,unknown / non-applicable,-1,,,the hsc health care system,,0.0,0.0,0.0,7,28,12,,washington,dc,4.0,0.0,143,analyst
309,sql data engineer,$67K-$119K (Glassdoor est.),Job Description,3.4,"pro-sphere tek
3.4","austin, tx","alexandria, va",201 to 500 employees,2006,company - private,consulting,business services,$50 to $100 million (usd),-1,,,pro-sphere tek,,0.0,0.0,0.0,2,13,6,,austin,tx,3.0,75.0,20,engineer
310,data scientist,$72K-$117K (Glassdoor est.),Job Description,3.0,"ameritas life insurance corp
3.0","cincinnati, oh","lincoln, ne",1001 to 5000 employees,1887,company - private,insurance agencies & brokerages,insurance,$2 to $5 billion (usd),-1,,,ameritas life insurance corp,,0.0,0.0,0.0,2,31,14,,cincinnati,oh,5.0,3500.0,139,scientist
