Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,r_studio_yn,spark_yn,aws_yn,excel_yn
"Senior Manager, Epidemiologic Data Scientist",$125K-$210K (Glassdoor est.),Job Description,4.0,"Pfizer
4.0","New York, NY","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,125,210,167.5,"Pfizer
", NY,177,0,0,0,0,0
"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K (Glassdoor est.),Job Description,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44,86,65.0,"Fareportal
", NY,24,0,0,0,0,0
Senior Data Analyst,$69K-$119K (Glassdoor est.),Job Description,4.0,"Novetta
4.0","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,69,119,94.0,"Novetta
", VA,14,0,0,0,0,0
Senior Data Analyst,$65K-$110K (Glassdoor est.),Job Description,1.9,"Moda Operandi
1.9","New York, NY","New York, NY",201 to 500 employees,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,0,65,110,87.5,"Moda Operandi
", NY,16,0,0,0,0,0
Senior Data Engineer,$67K-$127K (Glassdoor est.),Job Description,4.0,"Novetta
4.0","Reston, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,67,127,97.0,"Novetta
", VA,14,0,0,0,0,0
Senior Data Engineer,$78K-$147K (Glassdoor est.),Job Description,4.3,"Genesys
4.3","Durham, NC","Daly City, CA",5001 to 10000 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",0,0,78,147,112.5,"Genesys
", NC,36,0,0,0,0,0
Data Modeler (Analytical Systems),$66K-$117K (Glassdoor est.),Job Description,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,66,117,91.5,"MassMutual
", MA,175,0,0,0,0,0
Data Modeler - Data Solutions Engineer,$37K-$66K (Glassdoor est.),Job Description,3.3,"Liberty Mutual Insurance
3.3","Indianapolis, IN","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,37,66,51.5,"Liberty Mutual Insurance
", IN,114,0,0,0,0,0
Data Scientist in Translational Medicine,$86K-$143K (Glassdoor est.),Job Description,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,86,143,114.5,"Novartis
", MA,30,0,0,0,0,0
Data Scientist,$84K-$146K (Glassdoor est.),Job Description,4.3,"USEReady
4.3","New York, NY","New York, NY",201 to 500 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,0,84,146,115.0,"USEReady
", NY,15,0,0,0,0,0
Product Manager/Data Evangelist,$50K-$98K (Glassdoor est.),Job Description,3.2,"Numeric, LLC
3.2","Phila, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,50,98,74.0,"Numeric, LLC
", PA,-1,0,0,0,0,0
Associate Environmental Scientist - Wildlife Biologist,$38K-$64K (Glassdoor est.),Job Description,4.7,"QK
4.7","Clovis, CA","Visalia, CA",51 to 200 employees,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,0,0,38,64,51.0,"QK
", CA,54,0,0,0,0,0
Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer est.),Job Description,3.4,"Tivity Health
3.4","Chandler, AZ","Franklin, TN",501 to 1000 employees,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,90,110,100.0,"Tivity Health
", AZ,45,0,0,0,0,0
"Senior Data Scientist â?Visualization, Novartis AI Innovation Lab",$92K-$150K (Glassdoor est.),Job Description,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,92,150,121.0,"Novartis
", MA,30,0,0,0,0,0
Senior Data Analyst/Scientist,$90K-$153K (Glassdoor est.),Job Description,4.5,"Demandbase
4.5","San Francisco, CA","San Francisco, CA",201 to 500 employees,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",0,0,90,153,121.5,"Demandbase
", CA,20,0,0,0,0,0
"Associate, Data Science, Internal Audit",$43K-$82K (Glassdoor est.),Job Description,3.1,"Santander
3.1","Boston, MA","Madrid, Spain",10000+ employees,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0,0,43,82,62.5,"Santander
", MA,170,0,0,0,0,0
"Scientist â?Cancer Discovery, Molecular Assay",Employer Provided Salary:$100K-$135K,Job Description,-1.0,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,-1,-1,-1,-1,-1,-1,0,1,100,135,117.5,Monte Rosa Therapeutics, MA,-1,0,0,0,0,0
Senior LiDAR Data Scientist,$93K-$151K (Glassdoor est.),Job Description,3.9,"Luminar Technologies
3.9","Orlando, FL","Orlando, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,93,151,122.0,"Luminar Technologies
", FL,14,0,0,0,0,0
Data Engineer,$61K-$109K (Glassdoor est.),Job Description,4.4,"BRMi
4.4","Chantilly, VA","Washington, DC",51 to 200 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,61,109,85.0,"BRMi
", VA,22,0,0,0,0,0
Data Engineer,$42K-$79K (Glassdoor est.),Job Description,3.4,"IntraEdge
3.4","Scottsdale, AZ","Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,42,79,60.5,"IntraEdge
", AZ,24,0,0,0,0,0
Lead Data Scientist,$139K-$221K (Glassdoor est.),Job Description,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,139,221,180.0,"Zest AI
", CA,17,0,0,0,0,0
"Technology-Minded, Data Professional Opportunities",$40K-$101K (Glassdoor est.),Job Description,4.7,"Veterans United Home Loans
4.7","Columbia, MO","Columbia, MO",1001 to 5000 employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,0,40,101,70.5,"Veterans United Home Loans
", MO,24,0,0,0,0,0
Big Data Engineer,$84K-$153K (Glassdoor est.),Job Description,3.3,"Peraton
3.3","Chantilly, VA","Herndon, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,84,153,118.5,"Peraton
", VA,9,0,0,0,0,0
Salesforce Analytics Consultant,$52K-$81K (Glassdoor est.),Job Description,3.9,"Emtec, Inc.
3.9","Chicago, IL","Jacksonville, FL",501 to 1000 employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,52,81,66.5,"Emtec, Inc.
", IL,31,0,0,0,0,0
Managing Data Scientist/ML Engineer,$81K-$134K (Glassdoor est.),Job Description,3.4,"PA Consulting
3.4","Boston, MA","London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,81,134,107.5,"PA Consulting
", MA,83,0,0,0,0,0
Senior Data Engineer,$97K-$180K (Glassdoor est.),Job Description,4.7,"Praetorian
4.7","Austin, TX","Austin, TX",51 to 200 employees,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,0,0,97,180,138.5,"Praetorian
", TX,16,0,0,0,0,0
Staff Scientist- Upstream PD,$49K-$113K (Glassdoor est.),Job Description,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113,81.0,"Advanced BioScience Laboratories
", MD,65,0,0,0,0,0
Data Engineering Analyst,$44K-$73K (Glassdoor est.),Job Description,3.8,"COUNTRY Financial
3.8","Bloomington, IL","Bloomington, IL",1001 to 5000 employees,1925,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),"Northwestern Mutual, American Family Insurance, MetLife",0,0,44,73,58.5,"COUNTRY Financial
", IL,101,0,0,0,0,0
Sr. Data Engineer,$75K-$140K (Glassdoor est.),Job Description,3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,"Echo Global Logistics
", IL,21,0,0,0,0,0
"Scientist, Pharmacometrics",$84K-$157K (Glassdoor est.),Job Description,3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,84,157,120.5,"Agios Pharmaceuticals
", MA,18,0,0,0,0,0
Manager of Data Science,$40K-$87K (Glassdoor est.),Job Description,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,40,87,63.5,"Tapjoy
", CA,19,0,0,0,0,0
Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),Job Description,3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,68,139,103.5,"Reynolds American
", KY,151,0,0,0,0,0
Software Engineer (Data Scientist/Software Engineer) - SISW - MG,$72K-$142K (Glassdoor est.),Job Description,4.1,"Mentor Graphics
4.1","Fremont, CA","Wilsonville, OR",5001 to 10000 employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",0,0,72,142,107.0,"Mentor Graphics
", CA,45,0,0,0,0,0
Data Engineer,$74K-$137K (Glassdoor est.),Job Description,3.7,"Maxar Technologies
3.7","Springfield, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,0,0,74,137,105.5,"Maxar Technologies
", VA,-1,0,0,0,0,0
Data Engineer,$57K-$109K (Glassdoor est.),Job Description,2.8,"ICW Group
2.8","San Diego, CA","San Diego, CA",501 to 1000 employees,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",0,0,57,109,83.0,"ICW Group
", CA,54,0,0,0,0,0
Lead Big Data Engineer,$121K-$203K (Glassdoor est.),Job Description,4.0,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA",1001 to 5000 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,121,203,162.0,"Glassdoor
", CA,19,0,0,0,0,0
Product Engineer â?Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),Job Description,3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52,85,68.5,"Esri
", CA,57,0,0,0,0,0
Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),Job Description,3.4,"Assurant
3.4","Westlake, OH","New York, NY",10000+ employees,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81,140,110.5,"Assurant
", OH,48,0,0,0,0,0
Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),Job Description,3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA",201 to 500 employees,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,83,148,115.5,"F&G
", IA,-1,0,0,0,0,0
Associate Research Scientist I (Protein Expression and Production),$59K-$116K (Glassdoor est.),Job Description,3.0,"Exelixis
3.0","Alameda, CA","Alameda, CA",501 to 1000 employees,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,59,116,87.5,"Exelixis
", CA,32,0,0,0,0,0
Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),Job Description,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,"PNNL
", WA,61,0,0,0,0,0
Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),Job Description,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,0,0,31,55,43.0,"GreatAmerica Financial Services
", IA,34,0,0,0,0,0
"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),Job Description,4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,102,178,140.0,"Acceleron Pharma
", MA,23,0,0,0,0,0
"Director, Precision Medicine Clinical Biomarker Scientist",$136K-$208K (Glassdoor est.),Job Description,4.0,"Pfizer
4.0","Cambridge, MA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,136,208,172.0,"Pfizer
", MA,177,0,0,0,0,0
"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,Job Description,-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,110,130,120.0,Kronos Bio, MA,-1,0,0,0,0,0
Data Analyst Senior,$48K-$85K (Glassdoor est.),Job Description,3.0,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,"AmeriHealth Caritas
", PA,43,0,0,0,0,0
Senior Formulations Scientist II,$71K-$129K (Glassdoor est.),Job Description,3.0,"Exelixis
3.0","Alameda, CA","Alameda, CA",501 to 1000 employees,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,71,129,100.0,"Exelixis
", CA,32,0,0,0,0,0
Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),Job Description,4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,0,66,123,94.5,"Strategic Employment Partners
", CA,20,0,0,0,0,0
Data Science Manager,$171K-$272K (Glassdoor est.),Job Description,4.2,"Grand Rounds
4.2","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,171,272,221.5,"Grand Rounds
", CA,15,0,0,0,0,0
Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),Job Description,3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119.0,"PNNL
", WA,61,0,0,0,0,0
Data Engineer,$65K-$126K (Glassdoor est.),Job Description,3.5,"SPINS, LLC
3.5","Chicago, IL","Chicago, IL",201 to 500 employees,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,65,126,95.5,"SPINS, LLC
", IL,31,0,0,0,0,0
"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),Job Description,3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150,239,194.5,"Liberty Mutual Insurance
", IL,114,0,0,0,0,0
Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),Job Description,3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,21,29,25.0,"Catholic Health Initiatives
", NE,30,0,0,0,0,0
"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),Job Description,2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,1,0,10,17,13.5,"FLEETCOR
", TN,26,0,0,0,0,0
Senior Quantitative Analyst,$118K-$228K (Glassdoor est.),Job Description,3.3,"DTCC
3.3","Jersey City, NJ","New York, NY",1001 to 5000 employees,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),-1,0,0,118,228,173.0,"DTCC
", NJ,53,0,0,0,0,0
Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),Job Description,3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,82,129,105.5,"Applied Research Laboratories
", TX,-1,0,0,0,0,0
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),Job Description,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,"Southwest Research Institute
", TX,79,0,0,0,0,0
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),Job Description,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,47,101,74.0,"Reynolds American
", NC,151,0,0,0,0,0
Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),Job Description,3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,49,76,62.5,"Raytheon
", AL,104,0,0,0,0,0
Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),Job Description,4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,"RTI International
", NC,68,0,0,0,0,0
Data Scientist,$61K-$109K (Glassdoor est.),Job Description,3.8,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA","Coraopolis, PA",10000+ employees,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",0,0,61,109,85.0,"DICK'S Sporting Goods - Corporate
", PA,78,0,0,0,0,0
Principal Data Scientist,$113K-$182K (Glassdoor est.),Job Description,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,113,182,147.5,"AstraZeneca
", MD,113,0,0,0,0,0
Director Data Science,$124K-$199K (Glassdoor est.),Job Description,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,124,199,161.5,"TRANZACT
", NJ,37,0,0,0,0,0
Data Engineer,$58K-$104K (Glassdoor est.),Job Description,3.7,"Carilion Clinic
3.7","Roanoke, VA","Roanoke, VA",10000+ employees,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,0,0,58,104,81.0,"Carilion Clinic
", VA,127,0,0,0,0,0
Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),Job Description,2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52,93,72.5,"United BioSource
", PA,23,0,0,0,0,0
Senior Data Engineer,$97K-$181K (Glassdoor est.),Job Description,3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,97,181,139.0,"Figure Eight
", CA,18,0,0,0,0,0
Senior Data Engineer,$100K-$173K (Glassdoor est.),Job Description,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100,173,136.5,"Tapjoy
", CA,19,0,0,0,0,0
Sr. Data Analyst,$58K-$108K (Glassdoor est.),Job Description,3.2,"DoubleVerify
3.2","New York, NY","New York, NY",201 to 500 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,58,108,83.0,"DoubleVerify
", NY,18,0,0,0,0,0
Research Scientist or Senior Research Scientist - Computer Vision,$81K-$161K (Glassdoor est.),Job Description,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,81,161,121.0,"Mitsubishi Electric Research Labs
", MA,35,0,0,0,0,0
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),Job Description,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,"Fareportal
", NY,24,0,0,0,0,0
Data Analyst Chemist - Quality System Contractor,$61K-$110K (Glassdoor est.),Job Description,2.2,"Rodan and Fields, LLC
2.2","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,0,0,61,110,85.5,"Rodan and Fields, LLC
", CA,24,0,0,0,0,0
Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),Job Description,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,65,96,80.5,"Reynolds American
", NC,151,0,0,0,0,0
Research Scientist / Principal Research Scientist - Multiphysical Systems,$115K-$220K (Glassdoor est.),Job Description,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,115,220,167.5,"Mitsubishi Electric Research Labs
", MA,35,0,0,0,0,0
"Research Scientist, Machine Learning Department",$71K-$144K (Glassdoor est.),Job Description,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,71,144,107.5,"Software Engineering Institute
", PA,42,0,0,0,0,0
Foundational Community Supports Data Analyst,$32K-$57K (Glassdoor est.),Job Description,3.4,"DESC
3.4","Seattle, WA","Seattle, WA",501 to 1000 employees,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,0,0,32,57,44.5,"DESC
", WA,47,0,0,0,0,0
"Senior Health Data Analyst, Star Ratings",$79K-$136K (Glassdoor est.),Job Description,3.3,"Johns Hopkins Health Care
3.3","Glen Burnie, MD","Baltimore, MD",1001 to 5000 employees,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",0,0,79,136,107.5,"Johns Hopkins Health Care
", MD,137,0,0,0,0,0
"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",Employer Provided Salary:$120K-$145K,Job Description,-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,120,145,132.5,Kronos Bio, MA,-1,0,0,0,0,0
Sr. Data Analyst,$50K-$89K (Glassdoor est.),Job Description,3.7,"Community Behavioral Health
3.7","Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,50,89,69.5,"Community Behavioral Health
", PA,32,0,0,0,0,0
"Senior Engineer, Data Management Engineering",$68K-$129K (Glassdoor est.),Job Description,3.5,"Western Digital
3.5","Milpitas, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,68,129,98.5,"Western Digital
", CA,56,0,0,0,0,0
Quality Control Scientist III- Analytical Development,$48K-$113K (Glassdoor est.),Job Description,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,48,113,80.5,"Advanced BioScience Laboratories
", MD,65,0,0,0,0,0
"Clinical Scientist, Clinical Development",$27-$47 Per Hour(Glassdoor est.),Job Description,3.8,"FORMA THERAPEUTICS
3.8","Watertown, MA","Watertown, MA",51 to 200 employees,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1,1,0,27,47,37.0,"FORMA THERAPEUTICS
", MA,18,0,0,0,0,0
Software Engineer Staff Scientist: Human Language Technologies,$74K-$124K (Glassdoor est.),Job Description,3.7,"Raytheon
3.7","Cambridge, MD","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,74,124,99.0,"Raytheon
", MD,104,0,0,0,0,0
